battery,hypothesis,target_flight_s,result_class,mechanics_result_class,exact_result_class,scenario,beat_seconds,beat_frequency_hz,dwell_ratio,flight_s,dwell_s,rho_alpha,alpha_entry_rate_hz,alpha_bout_s,active_fraction,throw_height_m,launch_energy_j,launch_energy_throughput_w,peak_lower_bound_n,rms_lower_bound_n,position_noise_m,velocity_noise_m_s,landing_error_sigma_m,catch_radius_m,standardized_catch_radius,trials,seed,clean_probability,correction_probability,drop_probability,exact_clean_probability,exact_correction_probability,exact_drop_probability,clean_residual,correction_residual,drop_residual,exact_clean_within_wilson,exact_correction_within_wilson,exact_drop_within_wilson,calibration_status,hypothesis_scope
matched_flight,dwell changes alpha exposure and mechanics at fixed modeled flight risk,0.8,simulation estimate,model consequence,model consequence,matched_flight_r0.25,0.32,3.125,0.25,0.8,0.16,0.5,3.125,0.16,0.5,0.7848000000000002,0.9238665600000002,2.8870830000000005,7.0632,4.994436616876822,0.008,0.04,0.03298484500494128,0.035,1.061093359533957,20000,20260821,0.40185,0.30585,0.2923,0.4042670467444276,0.30708547788203555,0.28864747537353685,-0.002417046744427609,-0.0012354778820355405,0.0036525246264631495,true,true,true,uncalibrated illustrative model,model discrimination under declared assumptions; not empirical validation
matched_flight,dwell changes alpha exposure and mechanics at fixed modeled flight risk,0.8,simulation estimate,model consequence,model consequence,matched_flight_r0.5,0.4,2.5,0.5,0.8,0.4,0.0,0.0,0.0,1.0,0.7848000000000002,0.9238665600000002,2.3096664000000002,3.5316,3.5316,0.008,0.04,0.03298484500494128,0.035,1.061093359533957,20000,20260821,0.40185,0.30585,0.2923,0.4042670467444276,0.30708547788203555,0.28864747537353685,-0.002417046744427609,-0.0012354778820355405,0.0036525246264631495,true,true,true,uncalibrated illustrative model,model discrimination under declared assumptions; not empirical validation
matched_flight,dwell changes alpha exposure and mechanics at fixed modeled flight risk,0.8,simulation estimate,model consequence,model consequence,matched_flight_r0.9,0.6666666666666667,1.4999999999999998,0.9,0.8,1.2000000000000002,0.0,0.0,0.0,1.0,0.7848000000000002,0.9238665600000002,1.3857998400000002,3.5316,3.5316,0.008,0.04,0.03298484500494128,0.035,1.061093359533957,20000,20260821,0.40185,0.30585,0.2923,0.4042670467444276,0.30708547788203555,0.28864747537353685,-0.002417046744427609,-0.0012354778820355405,0.0036525246264631495,true,true,true,uncalibrated illustrative model,model discrimination under declared assumptions; not empirical validation
