battery,hypothesis,collapse_case,result_class,mechanics_result_class,exact_result_class,scenario,beat_seconds,beat_frequency_hz,dwell_ratio,flight_s,dwell_s,rho_alpha,alpha_entry_rate_hz,alpha_bout_s,active_fraction,throw_height_m,launch_energy_j,launch_energy_throughput_w,peak_lower_bound_n,rms_lower_bound_n,position_noise_m,velocity_noise_m_s,landing_error_sigma_m,catch_radius_m,standardized_catch_radius,trials,seed,clean_probability,correction_probability,drop_probability,exact_clean_probability,exact_correction_probability,exact_drop_probability,clean_residual,correction_residual,drop_residual,exact_clean_within_wilson,exact_correction_within_wilson,exact_drop_within_wilson,calibration_status,hypothesis_scope
dimensionless_collapse,Gaussian reliability probabilities collapse by catch radius over landing-error sigma,baseline,simulation estimate,model consequence,model consequence,collapse_baseline,0.4,2.5,0.25,1.0,0.2,0.5,2.5,0.2,0.5,1.22625,1.4435415,3.6088537499999997,7.0632,4.994436616876822,0.008,0.04,0.04079215610874228,0.035,0.8580080912295551,20000,20260821,0.328,0.28215,0.38985,0.33207971946226755,0.27703228494551846,0.390887995592214,-0.004079719462267539,0.005117715054481553,-0.0010379955922140138,true,true,true,uncalibrated illustrative model,model discrimination under declared assumptions; not empirical validation
dimensionless_collapse,Gaussian reliability probabilities collapse by catch radius over landing-error sigma,scaled_spatial,simulation estimate,model consequence,model consequence,collapse_scaled_spatial,0.4,2.5,0.25,1.0,0.2,0.5,2.5,0.2,0.5,1.22625,1.4435415,3.6088537499999997,7.0632,4.994436616876822,0.016,0.08,0.08158431221748456,0.07,0.8580080912295551,20000,20260821,0.328,0.28215,0.38985,0.33207971946226755,0.27703228494551846,0.390887995592214,-0.004079719462267539,0.005117715054481553,-0.0010379955922140138,true,true,true,uncalibrated illustrative model,model discrimination under declared assumptions; not empirical validation
dimensionless_collapse,Gaussian reliability probabilities collapse by catch radius over landing-error sigma,position_only_equivalent,simulation estimate,model consequence,model consequence,collapse_position_only_equivalent,0.4,2.5,0.25,1.0,0.2,0.5,2.5,0.2,0.5,1.22625,1.4435415,3.6088537499999997,7.0632,4.994436616876822,0.04079215610874228,0.0,0.04079215610874228,0.035,0.8580080912295551,20000,20260821,0.333,0.27575,0.39125,0.33207971946226755,0.27703228494551846,0.390887995592214,0.0009202805377324652,-0.0012822849455184637,0.0003620044077859985,true,true,true,uncalibrated illustrative model,model discrimination under declared assumptions; not empirical validation
dimensionless_collapse,Gaussian reliability probabilities collapse by catch radius over landing-error sigma,velocity_only_equivalent,simulation estimate,model consequence,model consequence,collapse_velocity_only_equivalent,0.4,2.5,0.25,1.0,0.2,0.5,2.5,0.2,0.5,1.22625,1.4435415,3.6088537499999997,7.0632,4.994436616876822,0.0,0.04079215610874228,0.04079215610874228,0.035,0.8580080912295551,20000,20260821,0.32465,0.28865,0.3867,0.33207971946226755,0.27703228494551846,0.390887995592214,-0.007429719462267559,0.011617715054481559,-0.004187995592214,false,false,true,uncalibrated illustrative model,model discrimination under declared assumptions; not empirical validation
