derivation,case_id,metric,ruby_value,julia_value,absolute_difference,comparison_mode,status,result_class
one_bit_first_passage,n=11;q=7,expected_steps,1152.06666667,1152.0666666666666,3.333298081997782e-9,exact,match,theorem
one_bit_first_passage,n=11;q=8,expected_steps,1145.46666667,1145.4666666666667,3.333298081997782e-9,exact,match,theorem
one_bit_first_passage,n=11;q=9,expected_steps,1124.2,1124.2,0.0,exact,match,theorem
one_bit_first_passage,n=11;q=10,expected_steps,1023.0,1023.0,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=1,expected_steps,2047.0,2047.0,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=2,expected_steps,2232.0,2232.0,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=3,expected_steps,2267.8,2267.8,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=4,expected_steps,2278.4,2278.4,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=5,expected_steps,2282.2,2282.2,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=6,expected_steps,2283.2,2283.2,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=7,expected_steps,2282.2,2282.2,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=8,expected_steps,2278.4,2278.4,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=9,expected_steps,2267.8,2267.8,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=10,expected_steps,2232.0,2232.0,0.0,exact,match,theorem
one_bit_first_passage,n=12;q=11,expected_steps,2047.0,2047.0,0.0,exact,match,theorem
gaussian_correction,inner=1/4,sigma_over_radius_at_maximum,0.581490885748,0.5814908857483071,3.070876886113183e-13,numeric,match,model consequence
gaussian_correction,inner=1/4,maximum_correction_probability,0.581763211314,0.5817632113141249,1.249000902703301e-13,numeric,match,model consequence
gaussian_correction,inner=1/4,derivative_at_maximum,3.2834046264e-16,3.283404626396425e-16,3.575019014848473e-28,numeric,match,model consequence
gaussian_correction,inner=1/2,sigma_over_radius_at_maximum,0.735534255037,0.735534255037358,3.58046925441613e-13,numeric,match,model consequence
gaussian_correction,inner=1/2,maximum_correction_probability,0.322674568835,0.3226745688347685,2.3148150063434514e-13,numeric,match,model consequence
gaussian_correction,inner=1/2,derivative_at_maximum,0.0,0.0,0.0,numeric,match,model consequence
gaussian_correction,inner=3/4,sigma_over_radius_at_maximum,0.872002302131,0.8720023021306239,3.7614356074300304e-13,numeric,match,model consequence
gaussian_correction,inner=3/4,maximum_correction_probability,0.138269632023,0.13826963202340314,4.0314973581700997e-13,numeric,match,model consequence
gaussian_correction,inner=3/4,derivative_at_maximum,7.30037167104e-17,7.300371671036563e-17,3.4377079135334405e-29,numeric,match,model consequence
